61 1 real
-9.570617685171566 
-8.401462941462048 
-7.256069349736386 
-6.1496038492207825 
-5.095448907813087 
-4.104794199713607 
-3.1864897229776226 
-2.347132772887762 
-1.592283981890651 
-1.0184507037018877 
-0.529427539168885 
-0.12581532480489277 
0.19233400783339927 
0.4253369990510494 
0.5738095138422492 
0.6387084085973862 
0.6214729031225763 
0.5242447964501966 
0.3501372328108745 
0.1035128868508115 
-0.20977445200120237 
-0.5822235741453607 
-1.0046593424450478 
-1.4663676898489568 
-1.9554024652380646 
-2.459047387501423 
-2.964388965544119 
-3.458935126078898 
-3.931205070338552 
-4.371221050491587 
-4.7708506946677165 
-5.123974103770371 
-5.426476524724264 
-5.676089034347052 
-5.872112774744806 
-6.015066137483751 
-6.106290446343894 
-6.147540865762595 
-6.14057831932406 
-6.0867674492916555 
-5.986676640436921 
-5.839669836613146 
-5.643477064975706 
-5.393732316534504 
-5.083475603668133 
-4.702633814264774 
-4.237527108709434 
-3.6704997069958516 
-2.979850165655054 
-2.140333348543715 
-1.1246021191735818 
0.09400544482034667 
1.537049783377327 
3.215070077723495 
5.121045112307814 
7.225062395654363 
9.47263146162016 
11.78863032498774 
14.087038141928623 
16.283686495937463 
18.304356900659627 
